Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Constituency,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
17103,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP578/2025-2026/214274,NARMADA(DISTRICT COLLECTOR NARMADA_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,11-Mar-26,SARPANCH GRUP GRAM PANCHAYAT ZARNA,Payment Success,199694
17104,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,MOHD AFNAN,Payment Success,9100
17105,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,RASHID,Payment Success,9100
17106,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,FARID AHAMAD,Payment Success,9100
17107,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,PARVEEN AKHTER,Payment Success,3900
17108,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,VISHAKHA TAILOR,Payment Success,3900
17109,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,DIKSHA TAILOR,Payment Success,3900
17110,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,MOHAMMAD SHARIF,Payment Success,9100
17111,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,NISHAD BEGAM,Payment Success,2100
17112,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,MUSHAHID NURI,Payment Success,9100
17113,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,JUNED KHAN,Payment Success,3900
17114,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,JAVED HAMEED SHEIKH,Payment Success,9100
17115,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,JAVED MIRZA,Payment Success,9100
17116,Telangana,Construction of community centers and community halls,WS/MP761/2025-2026/192187,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,30-Dec-25,Margam Mahender,Payment Success,400000
17117,Telangana,Construction of community centers and community halls,WS/MP761/2025-2026/192186,Jagitial(DISTRICT COLLECTOR JAGTIAL_IDA),Arvind Dharmapuri,NIZAMABAD,30-Dec-25,Margam Mahender,Payment Success,400000
17118,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP18169/2025-2026/197009,RAJSAMAND(DISTRICT COLLECTOR RAJSAMAND_IDA),MAHIMA KUMARI MEWAR,RAJSAMAND,05-Jan-26,SAHIL RAZZA,Payment Success,3900
17119,Tamil Nadu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP756/2025-2026/170387,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Thirumaa Valavan Thol,CHIDAMBARAM(SC),19-May-26,Vijayaseelan,Payment Success,321379
17120,Tamil Nadu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP756/2025-2026/170387,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Thirumaa Valavan Thol,CHIDAMBARAM(SC),26-Dec-25,Vijayaseelan,Payment Success,275785
17121,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225187,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,19-Jun-26,SRI SANKARA CEMENT TILES,Payment Success,999404
17122,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225162,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,20-Mar-26,SRI SANKARA CEMENT TILES,Payment Success,982229
17123,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225193,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,20-Mar-26,SRI SANKARA CEMENT TILES,Payment Success,991618
17124,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225188,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,19-Jun-26,SRI SANKARA CEMENT TILES,Payment Success,999773
17125,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225911,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,20-Jan-26,SRI SANKARA CEMENT TILES,Payment Success,799898
17126,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225913,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,02-Jan-26,SRI SANKARA CEMENT TILES,Payment Success,599667
17127,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225221,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,08-Apr-26,SRI SANKARA CEMENT TILES,Payment Success,999481
17128,Tamil Nadu,Installing community drinking water plants,WS/MP18175/2025-2026/225195,DHARMAPURI(DISTRICT COLLECTOR DHARMAPURI_IDA),MANI. A.,DHARAMAPURI,14-Mar-26,SRI SANKARA CEMENT TILES,Payment Success,999036
17129,Madhya Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP638/2025-2026/237089,TIKAMGARH(DISTRICT COLLECTOR TIKAMGARH_IDA),Virendra Kumar,TIKAMGARH(SC),08-Jan-26,Gram Panchayat Bhainswari,Payment Success,103820
17130,Madhya Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP638/2025-2026/237105,TIKAMGARH(DISTRICT COLLECTOR TIKAMGARH_IDA),Virendra Kumar,TIKAMGARH(SC),08-Jan-26,Gram Panchayat Dunda,Payment Success,103820
17131,Madhya Pradesh,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP638/2025-2026/237398,TIKAMGARH(DISTRICT COLLECTOR TIKAMGARH_IDA),Virendra Kumar,TIKAMGARH(SC),22-Jun-26,Gram Panchayat Dunda Toura,Payment Success,103820
17132,Rajasthan,Construction of community centers and community halls,WS/MP728/2025-2026/235250,CHURU(DISTRICT COLLECTOR CHURU_IDA),Rahul Kaswan,CHURU,30-Mar-26,Jamidara Trading Company,Payment Success,176755
17133,Himachal Pradesh,Construction of community centers and community halls,WS/MP598/2025-2026/213457,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),07-Jan-26,Block Development officer Nahan,Payment Success,300000
17134,Himachal Pradesh,Installing tube-wells and borewells,WS/MP598/2025-2026/248598,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17135,Himachal Pradesh,Construction of community centers and community halls,WS/MP598/2025-2026/228301,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,500000
17136,Himachal Pradesh,Construction of footpaths and pedestrian ways,WS/MP598/2025-2026/209009,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17137,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP598/2025-2026/215494,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,250000
17138,Himachal Pradesh,Installing hand pumps,WS/MP598/2025-2026/227293,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17139,Himachal Pradesh,Construction of water tanks,WS/MP598/2025-2026/234079,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17140,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP598/2025-2026/234078,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17141,Himachal Pradesh,Installing hand pumps,WS/MP598/2025-2026/234035,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17142,Himachal Pradesh,Installing hand pumps,WS/MP598/2025-2026/204774,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17143,Himachal Pradesh,Installing hand pumps,WS/MP598/2025-2026/204773,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17144,Himachal Pradesh,Installing tube-wells and borewells,WS/MP598/2025-2026/162653,SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA),Suresh Kumar Kashyap,SHIMLA (SC),05-Jan-26,Block Development officer Nahan,Payment Success,150000
17145,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18161/2025-2026/268572,Deeg(DISTRICT COLLECTOR Deeg_IDA),SANJNA JATAV,BHARATPUR(SC),20-Aug-26,OMPRAKASH,Payment Success,436730
17146,Chhattisgarh,Construction of buildings for community cultural activities,WS/MP18048/2025-2026/209917,SUKMA(Collector Sukma_IDA),MAHESH KASHYAP,BASTAR(ST),12-Jan-26,gram panchayat TONGPAL,Payment Success,500000
17147,Chhattisgarh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18048/2025-2026/209920,SUKMA(Collector Sukma_IDA),MAHESH KASHYAP,BASTAR(ST),12-Jan-26,gram panchayat Netanar 1,Payment Success,500000
17148,West Bengal,Purchase of non-conventional energy system and devices for community use,WS/MP481/2025-2026/155306,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Khalilur Rahaman,JANGIPUR,30-Dec-25,Mahima Enterprise,Payment Success,557500
17149,Chhattisgarh,Construction of community centers and community halls,WS/MP18048/2025-2026/209918,SUKMA(Collector Sukma_IDA),MAHESH KASHYAP,BASTAR(ST),12-Jan-26,gram panchayat Kikirpal,Payment Success,300000
17150,Punjab,Construction of toilet blocks,WS/MP18158/2025-2026/191126,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,14-Jan-26,KHAIRA CEMENT STORE,Payment Success,8566
17151,Punjab,Construction of toilet blocks,WS/MP18158/2025-2026/191126,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,14-Jan-26,HARMAN SINGH,Payment Success,2965
17152,Rajasthan,Street lights,WS/MP18163/2025-2026/246977,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),MURARI LAL MEENA,DAUSA(ST),29-Dec-25,AEN O M JVVNL NAGAL RAJAWATAN,Payment Success,43857
17153,Rajasthan,Street lights,WS/MP18163/2025-2026/246977,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),MURARI LAL MEENA,DAUSA(ST),29-Dec-25,AEN O M JVVNL NAGAL RAJAWATAN,Payment Success,33300
17154,Rajasthan,Street lights,WS/MP18163/2025-2026/246977,DAUSA(DISTRICT COLLECTOR DAUSA_IDA),MURARI LAL MEENA,DAUSA(ST),29-Dec-25,AEN O M JVVNL NAGAL RAJAWATAN,Payment Success,33300
17155,Punjab,Construction of toilet blocks,WS/MP18158/2025-2026/191126,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,14-Jan-26,MEHAKDEEP SINGH,Payment Success,13600
17156,Gujarat,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP323/2025-2026/200231,JUNAGADH(DISTRICT COLLECTOR JUNAGADH_IDA),Rajeshbhai Naranbhai Chudasama,JUNAGADH,13-Jan-26,GRAM PANCHAYAT NANA MOTA AVATADIYA,Payment Success,294683
17157,Punjab,Providing drains and gutters for public drainage,WS/MP18155/2025-2026/245575,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),12-Feb-26,Basha Builders,Payment Success,54301
17158,Punjab,Providing drains and gutters for public drainage,WS/MP18155/2025-2026/243422,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),02-Jan-26,Basha Builders,Payment Success,103171
17159,Punjab,Providing drains and gutters for public drainage,WS/MP18155/2025-2026/243422,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),02-Jan-26,Basha Builders,Payment Success,80920
17160,Punjab,Providing drains and gutters for public drainage,WS/MP18155/2025-2026/243422,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),02-Jan-26,Basha Builders,Payment Success,59553
17161,Punjab,Providing drains and gutters for public drainage,WS/MP18155/2025-2026/243422,HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA),DR. RAJ KUMAR CHABBEWAL,HOSHIARPUR(SC),02-Jan-26,Basha Builders,Payment Success,37780
17162,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP529/2025-2026/208021,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Maddila Gurumoorthy,TIRUPATI(SC),30-Jan-26,KUKATI KAILASAM,Payment Success,485616
17163,Andhra Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP529/2025-2026/208020,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Maddila Gurumoorthy,TIRUPATI(SC),22-Jan-26,KUKATI KAILASAM,Payment Success,495000
17164,Rajasthan,Construction of rooms and halls in school and colleges,WS/MP386/2025-2026/242630,NAGAUR(DISTRICT COLLECTOR NAGAUR_IDA),Shri Hanuman Beniwal,NAGAUR,16-Jan-26,KASNAU TRADING COMPANY,Payment Success,1125000
17165,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/	 MP644/2025-2026/232884",MAUGANJ(District Collector Mauganj_IDA),Janardan Mishra,REWA,31-Dec-25,GP PAHILPAAR JP NAIGARHI,Payment Success,300000
17166,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18161/2024-2025/138107,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),SANJNA JATAV,BHARATPUR(SC),05-Jan-26,jai singh,Payment Success,350813
17167,Rajasthan,Construction of community centers and community halls,WS/MP720/2025-2026/219473,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Chandra Prakash Joshi,CHITTORGARH,30-Dec-25,Lucky construction,Payment Success,301879
17168,Rajasthan,Construction of community centers and community halls,WS/MP720/2025-2026/219473,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Chandra Prakash Joshi,CHITTORGARH,28-Mar-26,Lucky construction,Payment Success,1500
17169,Rajasthan,Construction of community centers and community halls,WS/MP720/2025-2026/219473,PRATAPGARH(DISTRICT COLLECTOR PRATAPGARH_IDA),Chandra Prakash Joshi,CHITTORGARH,28-Mar-26,Lucky construction,Payment Success,94215
17170,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP526/2025-2026/146057,Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA),Y S Avinash Reddy,KADAPA,04-Jan-26,HLWC President C Gopulapuram GP Kamalapuam Mandal,Payment Success,410821
17171,Jammu And Kashmir,Construction of boundary walls of existing public and community buildings,WS/MP600/2025-2026/159675,RAMBAN(Deputy Commissioner Ramban_IDA),Jitendra Singh,UDHAMPUR,07-Jan-26,Sh Omesh Singh So Mangat Ram Ro Chapran Tehsil Pogal Paristan Ukhral District Ramban Contractor,Payment Success,199200
17172,Jammu And Kashmir,Construction of footpaths and pedestrian ways,WS/MP600/2025-2026/159674,RAMBAN(Deputy Commissioner Ramban_IDA),Jitendra Singh,UDHAMPUR,17-Apr-26,Sh Omesh Singh So Mangat Ram Ro Chapran Tehsil Pogal Paristan Ukhral District Ramban Contractor,Payment Success,146800
17173,Chhattisgarh,Construction of common work sheds/ common covered sitting area,WS/MP568/2025-2026/215813,DURG(DISTRICT COLLECTOR DURG_IDA),Vijay Baghel,DURG,30-Jan-26,Sarpanch Sachiv Gram Panchayat Chandkhuri,Payment Success,350000
17174,Odisha,Construction of community centers and community halls,WS/MP18310/2025-2026/197058,BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),AVIMANYU SETHI,BHADRAK(SC),02-Jan-26,UJJAWAL KUMAR NATH,Payment Success,300000
17175,Haryana,Construction of common work sheds/ common covered sitting area,WS/MP18062/2025-2026/156121,HISAR(DEPUTY COMMISSIONER HISSAR_IDA),JAI PARKASH,HISAR,20-Apr-26,The Mahakal Coop L and C Society ltd,Payment Success,490071
17176,Haryana,Construction of common work sheds/ common covered sitting area,WS/MP18066/2025-2026/243048,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SIRSA(SC),22-Apr-26,The Mahakal Coop L and C Society ltd,Payment Success,126906
17177,Haryana,Construction of common work sheds/ common covered sitting area,WS/MP18066/2025-2026/219785,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SIRSA(SC),29-Dec-25,The Mahakal Coop L and C Society ltd,Payment Success,233477
17178,Haryana,Construction of common work sheds/ common covered sitting area,WS/MP18066/2025-2026/242509,FATEHABAD(Deputy Commissioner Fatehabad),SELJA,SIRSA(SC),24-Feb-26,The Mahakal Coop L and C Society ltd,Payment Success,156728
17179,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244410,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,11-Mar-26,GRAM PANCHAYAT BHAGOHAR,Payment Success,202500
17180,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244410,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,11-Mar-26,GRAM PANCHAYAT BHAGOHAR,Payment Success,54450
17181,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244410,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,11-Mar-26,GRAM PANCHAYAT BHAGOHAR,Payment Success,240000
17182,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244410,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,22-Jan-26,GRAM PANCHAYAT BHAGOHAR,Payment Success,216000
17183,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244410,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,22-Jan-26,GRAM PANCHAYAT BHAGOHAR,Payment Success,120000
17184,Madhya Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18109/2025-2026/244410,SIDHI(DISTRICT COLLECTOR SIDHI_IDA),DR. RAJESH MISHRA,SIDHI,22-Jan-26,GRAM PANCHAYAT BHAGOHAR,Payment Success,164000
17185,Tamil Nadu,Construction of bus-sheds or bus-stops,WS/MP18173/2025-2026/211105,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,29-Dec-25,Mageshwari,Payment Success,475753
17186,Tamil Nadu,Construction of bus-sheds or bus-stops,WS/MP18173/2025-2026/211105,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),THARANIVENTHAN M S,ARANI,14-May-26,Mageshwari,Payment Success,224037
17187,Rajasthan,Construction of common work sheds/ common covered sitting area,WS/MP18167/2025-2026/187296,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,29-Dec-25,Dhayal Enterprises,Payment Success,368112
17188,Rajasthan,Construction of common work sheds/ common covered sitting area,WS/MP18167/2025-2026/187296,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,29-Dec-25,babulal,Payment Success,11050
17189,Rajasthan,Construction of common work sheds/ common covered sitting area,WS/MP18167/2025-2026/187296,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,29-Dec-25,panna,Payment Success,7410
17190,Rajasthan,Construction of common work sheds/ common covered sitting area,WS/MP18167/2025-2026/187296,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,29-Dec-25,RAMESH,Payment Success,22100
17191,Rajasthan,Construction of common work sheds/ common covered sitting area,WS/MP18167/2025-2026/187296,JHUNJHUNU(DISTRICT COLLECTOR JHUNJHUNU_IDA),BRIJENDRA SINGH OLA,JHUNJHUNU,29-Dec-25,PAPPU RAM,Payment Success,16150
